ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
132,efficient market hypothesis    The prices of securities fully reflect available information. Investors buying securities in an efficient market should expect to obtain an equilibrium rate of return. Weak-form EMH asserts that stock prices already reflect all information contained in the history of past prices. The semistrong-form hypothesis asserts that stock prices already reflect all publicly available informa-tion. The strong-form hypothesis asserts that stock prices reflect all relevant information including insider information.,efficient market hypothesis,,,The prices of securities fully reflect available information. Investors buying securities in an efficient market should expect to obtain an equilibrium rate of return. Weak-form EMH asserts that stock prices already reflect all information contained in the history of past prices. The semistrong-form hypothesis asserts that stock prices already reflect all publicly available informa-tion. The strong-form hypothesis asserts that stock prices reflect all relevant information including insider information.,2013_Bodie.Kane.Marcus_Investments
133,elasticity (of an option)    Percentage change in the value of an option accompanying a 1% change in the value of a stock.,elasticity,,,Percentage change in the value of an option accompanying a 1% change in the value of a stock.,2013_Bodie.Kane.Marcus_Investments
134,defensive industries    Industries with little sensitivity to the state of the economy.,defensive industries,,,Industries with little sensitivity to the state of the economy.,2013_Bodie.Kane.Marcus_Investments
135,deferred annuities    Tax-advantaged life insurance product. Deferred annuities offer deferral of taxes with the option of withdrawing one's funds in the form of a life annuity.,deferred annuities,,,Tax-advantaged life insurance product. Deferred annuities offer deferral of taxes with the option of withdrawing one's funds in the form of a life annuity.,2013_Bodie.Kane.Marcus_Investments
136,defined benefit plans    Pension plans in which retirement benefits are set according to a fixed formula.,defined benefit plans,,,Pension plans in which retirement benefits are set according to a fixed formula.,2013_Bodie.Kane.Marcus_Investments
137,defined contribution plans    Pension plans in which the employer is committed to making contributions according to a fixed formula.,defined contribution plans,,,Pension plans in which the employer is committed to making contributions according to a fixed formula.,2013_Bodie.Kane.Marcus_Investments
138,degree of operating leverage    Percentage change in  profits for a 1% change in sales.,degree of operating leverage,,,Percentage change in profits for a 1% change in sales.,2013_Bodie.Kane.Marcus_Investments
139,delta (of option)    See hedge ratio.,delta,,,See hedge ratio.,2013_Bodie.Kane.Marcus_Investments
140,delta neutral    The value of the portfolio is not affected by changes in the value of the asset on which the options are written.,delta neutral,,,The value of the portfolio is not affected by changes in the value of the asset on which the options are written.,2013_Bodie.Kane.Marcus_Investments
141,demand shock    An event that affects the demand for goods and services in the economy.,demand shock,,,An event that affects the demand for goods and services in the economy.,2013_Bodie.Kane.Marcus_Investments
142,"derivative asset/contingent claim    Securities provid-ing payoffs that depend on or are contingent on the values of other assets such as commodity prices, bond and stock prices, or market-index values. Examples are futures and options.",derivative asset contingent claim,,,"Securities provid-ing payoffs that depend on or are contingent on the values of other assets such as commodity prices, bond and stock prices, or market-index values. Examples are futures and options.",2013_Bodie.Kane.Marcus_Investments
143,"derivative security    A security whose payoff depends on the value of other financial variables such as stock prices, interest rates, or exchange rates.",derivative security,,,"A security whose payoff depends on the value of other financial variables such as stock prices, interest rates, or exchange rates.",2013_Bodie.Kane.Marcus_Investments
144,direct search market    Buyers and sellers seek each other directly and transact directly.,direct search market,,,Buyers and sellers seek each other directly and transact directly.,2013_Bodie.Kane.Marcus_Investments
145,directional strategy    Speculation that one sector or another will outperform other sectors of the market.,directional strategy,,,Speculation that one sector or another will outperform other sectors of the market.,2013_Bodie.Kane.Marcus_Investments
146,discount bonds    Bonds selling below par value.,discount bonds,,,Bonds selling below par value.,2013_Bodie.Kane.Marcus_Investments
147,discretionary account    An account of a customer who gives a broker the authority to make buy and sell decisions on the customer's behalf.,discretionary account,,,An account of a customer who gives a broker the authority to make buy and sell decisions on the customer's behalf.,2013_Bodie.Kane.Marcus_Investments
148,disposition effect    The tendency of investors to hold on to losing investments.,disposition effect,,,The tendency of investors to hold on to losing investments.,2013_Bodie.Kane.Marcus_Investments
149,"diversifiable risk    Risk attributable to firm-specific risk, or nonmarket risk.  Nondiversifiable  risk refers to systematic or market risk.",diversifiable risk,,,"Risk attributable to firm-specific risk, or nonmarket risk. Nondiversifiable risk refers to systematic or market risk.",2013_Bodie.Kane.Marcus_Investments
150,diversification    Spreading a portfolio over many invest-ments to avoid excessive exposure to any one source of risk.,diversification,,,Spreading a portfolio over many invest-ments to avoid excessive exposure to any one source of risk.,2013_Bodie.Kane.Marcus_Investments
151,dividend discount model (DDM)    A formula stating that the intrinsic value of a firm is the present value of all expected future dividends.,dividend discount model,DDM,,A formula stating that the intrinsic value of a firm is the present value of all expected future dividends.,2013_Bodie.Kane.Marcus_Investments
152,dividend payout ratio    Percentage of earnings paid out as dividends.,dividend payout ratio,,,Percentage of earnings paid out as dividends.,2013_Bodie.Kane.Marcus_Investments
153,dividend yield    The percent rate of return provided by a stock's dividend payments.,dividend yield,,,The percent rate of return provided by a stock's dividend payments.,2013_Bodie.Kane.Marcus_Investments
154,dollar-weighted rate of return    The internal rate of return on an investment.,dollar weighted rate of return,,,The internal rate of return on an investment.,2013_Bodie.Kane.Marcus_Investments
155,doubling option    A sinking fund provision that may allow repurchase of twice the required number of bonds at the sinking fund call price.,doubling option,,,A sinking fund provision that may allow repurchase of twice the required number of bonds at the sinking fund call price.,2013_Bodie.Kane.Marcus_Investments
156,factor loading    See factor beta.,factor loading,,,See factor beta.,2013_Bodie.Kane.Marcus_Investments
157,factor model    A way of decomposing the factors that influence a security's rate of return into common and firm-specific influences.,factor model,,,A way of decomposing the factors that influence a security's rate of return into common and firm-specific influences.,2013_Bodie.Kane.Marcus_Investments
158,factor portfolio    A well-diversified portfolio constructed to have a beta of 1.0 on one factor and a beta of 0 on any other factor.,factor portfolio,,,A well-diversified portfolio constructed to have a beta of 1.0 on one factor and a beta of 0 on any other factor.,2013_Bodie.Kane.Marcus_Investments
159,factor sensitivity    See factor beta.,factor sensitivity,,,See factor beta.,2013_Bodie.Kane.Marcus_Investments
160,fair game    An investment prospect that has a zero risk premium.,fair game,,,An investment prospect that has a zero risk premium.,2013_Bodie.Kane.Marcus_Investments
161,fair value accounting    Use of current values rather than historic cost in the firm's financial statements.,fair value accounting,,,Use of current values rather than historic cost in the firm's financial statements.,2013_Bodie.Kane.Marcus_Investments
162,federal funds    Funds in a bank's reserve account.,federal funds,,,Funds in a bank's reserve account.,2013_Bodie.Kane.Marcus_Investments
163,FIFO    The first-in first-out accounting method of inventory valuation.,FIFO,,,The first-in first-out accounting method of inventory valuation.,2013_Bodie.Kane.Marcus_Investments
164,financial assets    Financial assets such as stocks and bonds are claims to the income generated by real assets or claims on income from the government.,financial assets,,,Financial assets such as stocks and bonds are claims to the income generated by real assets or claims on income from the government.,2013_Bodie.Kane.Marcus_Investments
165,financial engineering    Creating and designing securities with custom-tailored characteristics.,financial engineering,,,Creating and designing securities with custom-tailored characteristics.,2013_Bodie.Kane.Marcus_Investments
166,"financial intermediary    An institution such as a bank, mutual fund, investment company, or insurance company that serves to connect the household and business sectors so households can invest and businesses can finance production.",financial intermediary,,,"An institution such as a bank, mutual fund, investment company, or insurance company that serves to connect the household and business sectors so households can invest and businesses can finance production.",2013_Bodie.Kane.Marcus_Investments
167,firm-specific risk    See diversifiable risk.,firm specific risk,,,See diversifiable risk.,2013_Bodie.Kane.Marcus_Investments
168,first-pass regression    A time series regression to estimate the betas of securities or portfolios.,first pass regression,,,A time series regression to estimate the betas of securities or portfolios.,2013_Bodie.Kane.Marcus_Investments
169,fiscal policy    The use of government spending and taxing for the specific purpose of stabilizing the economy.,fiscal policy,,,The use of government spending and taxing for the specific purpose of stabilizing the economy.,2013_Bodie.Kane.Marcus_Investments
170,fixed annuities    Annuity contracts in which the insurance company pays a fixed dollar amount of money per period.,fixed annuities,,,Annuity contracts in which the insurance company pays a fixed dollar amount of money per period.,2013_Bodie.Kane.Marcus_Investments
171,"fixed-charge coverage ratio    Ratio of earnings to all fixed cash obligations, including lease payments and sinking fund payments.",fixed charge coverage ratio,,,"Ratio of earnings to all fixed cash obligations, including lease payments and sinking fund payments.",2013_Bodie.Kane.Marcus_Investments
172,fixed-income security    A security such as a bond that pays a specified cash flow over a specific period.,fixed income security,,,A security such as a bond that pays a specified cash flow over a specific period.,2013_Bodie.Kane.Marcus_Investments
173,flight to quality    Describes the tendency of investors to require larger default premiums on investments under uncer-tain economic conditions.,flight to quality,,,Describes the tendency of investors to require larger default premiums on investments under uncer-tain economic conditions.,2013_Bodie.Kane.Marcus_Investments
174,floating-rate bond    A bond whose interest rate is reset periodically according to a specified market rate.,floating rate bond,,,A bond whose interest rate is reset periodically according to a specified market rate.,2013_Bodie.Kane.Marcus_Investments
175,forced conversion    Use of a firm's call option on a callable convertible bond when the firm knows that bondholders will exercise their option to convert.,forced conversion,,,Use of a firm's call option on a callable convertible bond when the firm knows that bondholders will exercise their option to convert.,2013_Bodie.Kane.Marcus_Investments
176,forecasting record    The historical record of the forecasting errors of a security analyst.,forecasting record,,,The historical record of the forecasting errors of a security analyst.,2013_Bodie.Kane.Marcus_Investments
177,foreign exchange market    An informal network of banks and brokers that allows customers to enter forward con-tracts to purchase or sell currencies in the future at a rate of exchange agreed upon now.,foreign exchange market,,,An informal network of banks and brokers that allows customers to enter forward con-tracts to purchase or sell currencies in the future at a rate of exchange agreed upon now.,2013_Bodie.Kane.Marcus_Investments
178,foreign exchange swap    An agreement to exchange stipu-lated amounts of one currency for another at one or more future dates.,foreign exchange swap,,,An agreement to exchange stipu-lated amounts of one currency for another at one or more future dates.,2013_Bodie.Kane.Marcus_Investments
179,electronic communication network (ECN)    A computer-operated trading network offering an alternative to formal stock exchanges or dealer markets for trading securities.,electronic communication network,ECN,,A computer-operated trading network offering an alternative to formal stock exchanges or dealer markets for trading securities.,2013_Bodie.Kane.Marcus_Investments
180,endowment funds    Organizations chartered to invest money for specific purposes.,endowment funds,,,Organizations chartered to invest money for specific purposes.,2013_Bodie.Kane.Marcus_Investments
181,"equities    Ownership shares in a firm.     equity    Ownership in a firm. Also, the net worth of a  margin account.",equity,,,"Ownership in a firm. Also, the net worth of a margin account.",2013_Bodie.Kane.Marcus_Investments
182,equivalent taxable yield    The pretax yield on a taxable bond providing an after-tax yield equal to the rate on a  tax-exempt municipal bond.,equivalent taxable yield,,,The pretax yield on a taxable bond providing an after-tax yield equal to the rate on a tax-exempt municipal bond.,2013_Bodie.Kane.Marcus_Investments
183,Eurodollars    Dollar-denominated deposits at foreign banks or foreign branches of American banks.,Eurodollars,,,Dollar-denominated deposits at foreign banks or foreign branches of American banks.,2013_Bodie.Kane.Marcus_Investments
184,"Europe, Australasia, Far East (EAFE) index    A widely used index of non-U.S. stocks computed by Morgan Stanley.","Europe, Australasia, Far East",EAFE,,A widely used index of non-U.S. stocks computed by Morgan Stanley.,2013_Bodie.Kane.Marcus_Investments
185,"European option    A European option can be exercised only on the expiration date. Compare with an American option, which can be exercised before, up to, and on its  expiration date.",European option,,,"A European option can be exercised only on the expiration date. Compare with an American option, which can be exercised before, up to, and on its expiration date.",2013_Bodie.Kane.Marcus_Investments
186,event study    Research methodology designed to measure the impact of an event of interest on stock returns.,event study,,,Research methodology designed to measure the impact of an event of interest on stock returns.,2013_Bodie.Kane.Marcus_Investments
187,event tree    Depicts all possible sequences of events.     excess return    Rate of return in excess of the risk-free rate.     exchange rate    Price of a unit of one country's currency in terms of another country's currency.,exchange rate,,,Price of a unit of one country's currency in terms of another country's currency.,2013_Bodie.Kane.Marcus_Investments
188,exchange rate risk    The uncertainty in asset returns due to movements in the exchange rates between the dollar and foreign currencies.,exchange rate risk,,,The uncertainty in asset returns due to movements in the exchange rates between the dollar and foreign currencies.,2013_Bodie.Kane.Marcus_Investments
189,exchange-traded funds (ETFs)    Offshoots of mutual funds that allow investors to trade portfolios of securities just as they do shares of stock.,exchange traded funds,ETFs,,Offshoots of mutual funds that allow investors to trade portfolios of securities just as they do shares of stock.,2013_Bodie.Kane.Marcus_Investments
190,exchanges    National or regional auction markets providing a facility for members to trade securities. A seat is a member-ship on an exchange.,exchanges,,,National or regional auction markets providing a facility for members to trade securities. A seat is a member-ship on an exchange.,2013_Bodie.Kane.Marcus_Investments
191,exercise or strike price    Price set for calling (buying) an asset or putting (selling) an asset.,exercise or strike price,,,Price set for calling (buying) an asset or putting (selling) an asset.,2013_Bodie.Kane.Marcus_Investments
192,expectations hypothesis (of interest rates)    Theory that forward interest rates are unbiased estimates of expected future interest rates.,expectations hypothesis,,,Theory that forward interest rates are unbiased estimates of expected future interest rates.,2013_Bodie.Kane.Marcus_Investments
193,expected return    The probability-weighted average of the possible outcomes.,expected return,,,The probability-weighted average of the possible outcomes.,2013_Bodie.Kane.Marcus_Investments
194,expected return-beta  (or  mean-beta )  relationship    Impli-cation of the CAPM that security risk premiums (expected excess returns) will be proportional to beta.,expected return beta,,,Impli-cation of the CAPM that security risk premiums (expected excess returns) will be proportional to beta.,2013_Bodie.Kane.Marcus_Investments
195,expected shortfall    The expected loss on a security   conditional  on returns being in the left tail of the probability distribution.,expected shortfall,,,The expected loss on a security  conditional on returns being in the left tail of the probability distribution.,2013_Bodie.Kane.Marcus_Investments
196,F    face value    The maturity value of a bond.,face value,,,The maturity value of a bond.,2013_Bodie.Kane.Marcus_Investments
197,"factor beta    Sensitivity of security returns to changes in a systematic factor. Alternatively, factor loading; factor sensitivity.",factor beta,,,"Sensitivity of security returns to changes in a systematic factor. Alternatively, factor loading; factor sensitivity.",2013_Bodie.Kane.Marcus_Investments
198,hedge ratio (for an option)    The number of stocks required to hedge against the price risk of holding one option. Also called the option's delta.,hedge ratio,,,The number of stocks required to hedge against the price risk of holding one option. Also called the option's delta.,2013_Bodie.Kane.Marcus_Investments
199,hedging    Investing in an asset to reduce the overall risk of a portfolio.,hedging,,,Investing in an asset to reduce the overall risk of a portfolio.,2013_Bodie.Kane.Marcus_Investments
200,"hedging demands    Demands for securities to hedge par-ticular sources of consumption risk, beyond the usual mean variance diversification motivation.",hedging demands,,,"Demands for securities to hedge par-ticular sources of consumption risk, beyond the usual mean variance diversification motivation.",2013_Bodie.Kane.Marcus_Investments
201,high-frequency trading    A subset of algorithmic trading that relies on computer programs to make rapid trading decisions.,high frequency trading,,,A subset of algorithmic trading that relies on computer programs to make rapid trading decisions.,2013_Bodie.Kane.Marcus_Investments
202,high water mark    The previous value of a portfolio that must be reattained before a hedge fund can charge incentive fees.,high water mark,,,The previous value of a portfolio that must be reattained before a hedge fund can charge incentive fees.,2013_Bodie.Kane.Marcus_Investments
203,holding-period return    The rate of return over a given period.,holding period return,,,The rate of return over a given period.,2013_Bodie.Kane.Marcus_Investments
204,home bias    The tendency of investors to allocate a greater share of their portfolios to domestic securities than would be the case under neutral diversification.,home bias,,,The tendency of investors to allocate a greater share of their portfolios to domestic securities than would be the case under neutral diversification.,2013_Bodie.Kane.Marcus_Investments
205,homogenous expectations    The assumption that all  investors use the same expected returns and covariance matrix of security returns as inputs in security analysis.,homogenous expectations,,,The assumption that all investors use the same expected returns and covariance matrix of security returns as inputs in security analysis.,2013_Bodie.Kane.Marcus_Investments
206,horizon analysis    Forecasting the realized compound yield over various holding periods or investment horizons.,horizon analysis,,,Forecasting the realized compound yield over various holding periods or investment horizons.,2013_Bodie.Kane.Marcus_Investments
207,"I    illiquidity    Difficulty, cost, and/or delay in selling an asset on short notice without offering substantial price concessions.",illiquidity,,,"Difficulty, cost, and/or delay in selling an asset on short notice without offering substantial price concessions.",2013_Bodie.Kane.Marcus_Investments
208,illiquidity cost    Costs due to imperfect liquidity of some security.,illiquidity cost,,,Costs due to imperfect liquidity of some security.,2013_Bodie.Kane.Marcus_Investments
209,illiquidity premium    Extra expected return as compensa-tion for limited liquidity.,illiquidity premium,,,Extra expected return as compensa-tion for limited liquidity.,2013_Bodie.Kane.Marcus_Investments
210,immunization    A strategy that matches durations of assets and liabilities so as to make net worth unaffected by interest rate movements.,immunization,,,A strategy that matches durations of assets and liabilities so as to make net worth unaffected by interest rate movements.,2013_Bodie.Kane.Marcus_Investments
211,implied volatility    The standard deviation of stock returns that is consistent with an option's market value.,implied volatility,,,The standard deviation of stock returns that is consistent with an option's market value.,2013_Bodie.Kane.Marcus_Investments
212,incentive fee    A fee charged by hedge funds equal to a share of any investment returns beyond a stipulated bench-mark performance.,incentive fee,,,A fee charged by hedge funds equal to a share of any investment returns beyond a stipulated bench-mark performance.,2013_Bodie.Kane.Marcus_Investments
213,income beneficiary    One who receives income from a trust.     income statement    A financial statement showing a firm's revenues and expenses during a specified period.,income statement,,,A financial statement showing a firm's revenues and expenses during a specified period.,2013_Bodie.Kane.Marcus_Investments
214,indenture    The document defining the contract between the bond issuer and the bondholder.,indenture,,,The document defining the contract between the bond issuer and the bondholder.,2013_Bodie.Kane.Marcus_Investments
215,index arbitrage    An investment strategy that exploits divergences between actual futures prices and their theoreti-cally correct parity values to make a profit.,index arbitrage,,,An investment strategy that exploits divergences between actual futures prices and their theoreti-cally correct parity values to make a profit.,2013_Bodie.Kane.Marcus_Investments
216,index fund    A mutual fund holding shares in proportion to their representation in a market index such as the S&P 500.,index fund,,,A mutual fund holding shares in proportion to their representation in a market index such as the S&P 500.,2013_Bodie.Kane.Marcus_Investments
217,index model    A model of stock returns using a  market index such as the S&P 500 to represent common or  systematic risk factors.,index model,,,A model of stock returns using a market index such as the S&P 500 to represent common or systematic risk factors.,2013_Bodie.Kane.Marcus_Investments
218,forward contract    An agreement calling for future delivery of an asset at an agreed-upon price. Also see futures contract.,forward contract,,,An agreement calling for future delivery of an asset at an agreed-upon price. Also see futures contract.,2013_Bodie.Kane.Marcus_Investments
219,forward interest rate    Rate of interest for a future period that would equate the total return of a long-term bond with that of a strategy of rolling over shorter-term bonds. The  forward rate is inferred from the term structure.,forward interest rate,,,Rate of interest for a future period that would equate the total return of a long-term bond with that of a strategy of rolling over shorter-term bonds. The forward rate is inferred from the term structure.,2013_Bodie.Kane.Marcus_Investments
220,"framing    Decisions are affected by how choices are described, for example, whether uncertainty is posed as potential gains from a low baseline level, or as losses from a higher baseline value.",framing,,,"Decisions are affected by how choices are described, for example, whether uncertainty is posed as potential gains from a low baseline level, or as losses from a higher baseline value.",2013_Bodie.Kane.Marcus_Investments
221,fully diluted earnings per share    Earnings per share expressed as if all outstanding convertible securities and warrants have been exercised.,fully diluted earnings per share,,,Earnings per share expressed as if all outstanding convertible securities and warrants have been exercised.,2013_Bodie.Kane.Marcus_Investments
222,"fundamental analysis    Research to predict stock value that focuses on such determinants as earnings and dividends prospects, expectations for future interest rates, and risk evaluation of the firm.",fundamental analysis,,,"Research to predict stock value that focuses on such determinants as earnings and dividends prospects, expectations for future interest rates, and risk evaluation of the firm.",2013_Bodie.Kane.Marcus_Investments
223,"fundamental risk    Risk that even if an asset is mispriced, there is still no arbitrage opportunity, because the mispricing can widen before price eventually converges to intrinsic value.",fundamental risk,,,"Risk that even if an asset is mispriced, there is still no arbitrage opportunity, because the mispricing can widen before price eventually converges to intrinsic value.",2013_Bodie.Kane.Marcus_Investments
224,funds of funds    Hedge funds that invest in several other hedge funds.,funds of funds,,,Hedge funds that invest in several other hedge funds.,2013_Bodie.Kane.Marcus_Investments
225,"futures contract    Obliges traders to purchase or sell an asset at an agreed-upon price on a specified future date. The long position is held by the trader who commits to purchase. The short position is held by the trader who commits to sell. Futures differ from forward contracts in their standardiza-tion, exchange trading, margin requirements, and daily  settling (marking to market).",futures contract,,,"Obliges traders to purchase or sell an asset at an agreed-upon price on a specified future date. The long position is held by the trader who commits to purchase. The short position is held by the trader who commits to sell. Futures differ from forward contracts in their standardiza-tion, exchange trading, margin requirements, and daily settling (marking to market).",2013_Bodie.Kane.Marcus_Investments
226,futures option    The right to enter a specified futures con-tract at a futures price equal to the stipulated exercise price.,futures option,,,The right to enter a specified futures con-tract at a futures price equal to the stipulated exercise price.,2013_Bodie.Kane.Marcus_Investments
227,futures price    The price at which a futures trader commits to make or take delivery of the underlying asset.,futures price,,,The price at which a futures trader commits to make or take delivery of the underlying asset.,2013_Bodie.Kane.Marcus_Investments
228,G    gamma    The curvature of an option pricing function (as a function of the value of the underlying asset).,gamma,,,The curvature of an option pricing function (as a function of the value of the underlying asset).,2013_Bodie.Kane.Marcus_Investments
229,geometric average    The  n th root of the product of  n  num-bers. It is used to measure the compound rate of return over time.,geometric average,,,The n th root of the product of n num-bers. It is used to measure the compound rate of return over time.,2013_Bodie.Kane.Marcus_Investments
230,"globalization    Tendency toward a worldwide investment environment, and the integration of national capital markets.",globalization,,,"Tendency toward a worldwide investment environment, and the integration of national capital markets.",2013_Bodie.Kane.Marcus_Investments
231,"gross domestic product (GDP)    The market value of goods and services produced over time including the income of foreign corporations and foreign residents working in the United States, but excluding the income of U.S. residents and corporations overseas.",gross domestic product,GDP,,"The market value of goods and services produced over time including the income of foreign corporations and foreign residents working in the United States, but excluding the income of U.S. residents and corporations overseas.",2013_Bodie.Kane.Marcus_Investments
232,"H    hedge fund    A private investment pool, open to institu-tional or wealthy investors, that is largely exempt from SEC regulation and can pursue more speculative policies than mutual funds.",hedge fund,,,"A private investment pool, open to institu-tional or wealthy investors, that is largely exempt from SEC regulation and can pursue more speculative policies than mutual funds.",2013_Bodie.Kane.Marcus_Investments
233,investment    Commitment of current resources in the expectation of deriving greater resources in the future.,investment,,,Commitment of current resources in the expectation of deriving greater resources in the future.,2013_Bodie.Kane.Marcus_Investments
234,"investment bankers    Firms specializing in the sale of new securities to the public, typically by underwriting the issue.",investment bankers,,,"Firms specializing in the sale of new securities to the public, typically by underwriting the issue.",2013_Bodie.Kane.Marcus_Investments
235,investment company    Firm managing funds for investors. An investment company may manage several mutual funds.,investment company,,,Firm managing funds for investors. An investment company may manage several mutual funds.,2013_Bodie.Kane.Marcus_Investments
236,investment-grade bond    Bond rated BBB and above or Baa and above. Lower-rated bonds are classified as  speculative-grade or junk bonds.,investment grade bond,,,Bond rated BBB and above or Baa and above. Lower-rated bonds are classified as speculative-grade or junk bonds.,2013_Bodie.Kane.Marcus_Investments
237,investment horizon    Time horizon for purposes of  investment decisions.,investment horizon,,,Time horizon for purposes of investment decisions.,2013_Bodie.Kane.Marcus_Investments
238,investment portfolio    Set of securities chosen by an investor.,investment portfolio,,,Set of securities chosen by an investor.,2013_Bodie.Kane.Marcus_Investments
239,J    Jensen's alpha    The alpha of an investment.,Jensen's alpha,,,The alpha of an investment.,2013_Bodie.Kane.Marcus_Investments
240,junk bond    See speculative-grade bond.,junk bond,,,See speculative-grade bond.,2013_Bodie.Kane.Marcus_Investments
241,K    kurtosis    Measure of the fatness of the tails of a probability distribution. Indicates probability of observing extreme high or low values.,kurtosis,,,Measure of the fatness of the tails of a probability distribution. Indicates probability of observing extreme high or low values.,2013_Bodie.Kane.Marcus_Investments
242,"L    latency    The time it takes to accept, process, and deliver a trading order.",latency,,,"The time it takes to accept, process, and deliver a trading order.",2013_Bodie.Kane.Marcus_Investments
243,Law of One Price    The rule stipulating that equivalent securities or bundles of securities must sell at equal prices to preclude arbitrage opportunities.,Law of One Price,,,The rule stipulating that equivalent securities or bundles of securities must sell at equal prices to preclude arbitrage opportunities.,2013_Bodie.Kane.Marcus_Investments
244,leading economic indicators    Economic series that tend to rise or fall in advance of the rest of the economy.,leading economic indicators,,,Economic series that tend to rise or fall in advance of the rest of the economy.,2013_Bodie.Kane.Marcus_Investments
245,leverage ratio    Ratio of debt to total capitalization of a firm.     LIFO    The last-in first-out accounting method of valuing inventories.,LIFO,,,The last-in first-out accounting method of valuing inventories.,2013_Bodie.Kane.Marcus_Investments
246,limited liability    The fact that shareholders have no per-sonal liability to the creditors of the corporation in the event of bankruptcy.,limited liability,,,The fact that shareholders have no per-sonal liability to the creditors of the corporation in the event of bankruptcy.,2013_Bodie.Kane.Marcus_Investments
247,limit order    An order specifying a price at which an inves-tor is willing to buy or sell a security.,limit order,,,An order specifying a price at which an inves-tor is willing to buy or sell a security.,2013_Bodie.Kane.Marcus_Investments
248,liquidation value    Net amount that could be realized by selling the assets of a firm after paying the debt.,liquidation value,,,Net amount that could be realized by selling the assets of a firm after paying the debt.,2013_Bodie.Kane.Marcus_Investments
249,liquidity    Liquidity refers to the speed and ease with which an asset can be converted to cash.,liquidity,,,Liquidity refers to the speed and ease with which an asset can be converted to cash.,2013_Bodie.Kane.Marcus_Investments
250,liquidity preference theory    Theory that the forward rate exceeds expected future interest rates.,liquidity preference theory,,,Theory that the forward rate exceeds expected future interest rates.,2013_Bodie.Kane.Marcus_Investments
251,liquidity premium    Forward rate minus expected future short interest rate.,liquidity premium,,,Forward rate minus expected future short interest rate.,2013_Bodie.Kane.Marcus_Investments
252,"load    Sales charge on the purchase of some mutual funds.     load fund    A mutual fund with a sales commission, or load.     lock-up period    Period in which investors cannot redeem investments in the hedge fund.",lock up period,,,Period in which investors cannot redeem investments in the hedge fund.,2013_Bodie.Kane.Marcus_Investments
253,index option    A call or put option based on a stock market index.,index option,,,A call or put option based on a stock market index.,2013_Bodie.Kane.Marcus_Investments
254,indifference curve    A curve connecting all portfolios with the same utility according to their means and standard deviations.,indifference curve,,,A curve connecting all portfolios with the same utility according to their means and standard deviations.,2013_Bodie.Kane.Marcus_Investments
255,industry life cycle    Stages through which firms typically pass as they mature.,industry life cycle,,,Stages through which firms typically pass as they mature.,2013_Bodie.Kane.Marcus_Investments
256,inflation    The rate at which the general level of prices for goods and services is rising.,inflation,,,The rate at which the general level of prices for goods and services is rising.,2013_Bodie.Kane.Marcus_Investments
257,information ratio    Ratio of alpha to the standard deviation of diversifiable risk.,information ratio,,,Ratio of alpha to the standard deviation of diversifiable risk.,2013_Bodie.Kane.Marcus_Investments
258,initial public offering    Stock issued to the public for the first time by a formerly privately owned company.,initial public offering,,,Stock issued to the public for the first time by a formerly privately owned company.,2013_Bodie.Kane.Marcus_Investments
259,"input list    List of parameters such as expected returns,  variances, and covariances necessary to determine the  optimal risky portfolio.",input list,,,"List of parameters such as expected returns, variances, and covariances necessary to determine the optimal risky portfolio.",2013_Bodie.Kane.Marcus_Investments
260,"inside information    Nonpublic knowledge about a corpora-tion possessed by corporate officers, major owners, or other individuals with privileged access to information about a firm.",inside information,,,"Nonpublic knowledge about a corpora-tion possessed by corporate officers, major owners, or other individuals with privileged access to information about a firm.",2013_Bodie.Kane.Marcus_Investments
261,"insider trading    Trading by officers, directors, major stock-holders, or others who hold private inside information allow-ing them to benefit from buying or selling stock.",insider trading,,,"Trading by officers, directors, major stock-holders, or others who hold private inside information allow-ing them to benefit from buying or selling stock.",2013_Bodie.Kane.Marcus_Investments
262,insurance principle    The law of averages. The average outcome for many independent trials of an experiment will approach the expected value of the experiment.,insurance principle,,,The law of averages. The average outcome for many independent trials of an experiment will approach the expected value of the experiment.,2013_Bodie.Kane.Marcus_Investments
263,interest coverage ratio    Measure of financial leverage. Earnings before interest and taxes as a multiple of interest expense.,interest coverage ratio,,,Measure of financial leverage. Earnings before interest and taxes as a multiple of interest expense.,2013_Bodie.Kane.Marcus_Investments
264,"interest coverage ratio, or times interest earned    A finan-cial leverage measure (EBIT divided by interest expense).","interest coverage ratio, or times interest earned",,,A finan-cial leverage measure (EBIT divided by interest expense).,2013_Bodie.Kane.Marcus_Investments
265,interest rate    The number of dollars earned per dollar invested per period.,interest rate,,,The number of dollars earned per dollar invested per period.,2013_Bodie.Kane.Marcus_Investments
266,interest rate parity relation (theorem)    The spot-futures exchange rate relationship that prevails in well-functioning markets.,interest rate parity relation,,,The spot-futures exchange rate relationship that prevails in well-functioning markets.,2013_Bodie.Kane.Marcus_Investments
267,interest rate swaps    A method to manage interest rate risk where parties trade the cash flows corresponding to different securities without actually exchanging securities directly.,interest rate swaps,,,A method to manage interest rate risk where parties trade the cash flows corresponding to different securities without actually exchanging securities directly.,2013_Bodie.Kane.Marcus_Investments
268,"intermarket spread swap    Switching from one segment of the bond market to another (from Treasuries to corporates, for example).",intermarket spread swap,,,"Switching from one segment of the bond market to another (from Treasuries to corporates, for example).",2013_Bodie.Kane.Marcus_Investments
