ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
60,"Interest only (IO) A security representing the coupon payments from an underlying pool of mortgages. IOs are sold at a deep discount to their notional principal amount. The primary risk is early principal prepay- ment, thereby eliminating interest payments.",Interest only,IO,,"A security representing the coupon payments from an underlying pool of mortgages. IOs are sold at a deep discount to their notional principal amount. The primary risk is early principal prepay- ment, thereby eliminating interest payments.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
61,"International/global A strategy normally relying on both individual stock selection and general economic analysis of world markets. It entails investing in countries other than one's own domestic country, to bene- fit from other markets and provide diversification.",International global,,,"A strategy normally relying on both individual stock selection and general economic analysis of world markets. It entails investing in countries other than one's own domestic country, to bene- fit from other markets and provide diversification.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
62,Jensen Alpha (Jensen A) Quantifies the extent to which an investment has added value relative to a benchmark. It is equal to the investment's average return in excess of the risk-free rate minus the beta times the benchmark's average return in excess of the risk-free rate.,Jensen,,,Alpha (Jensen A) Quantifies the extent to which an investment has added value relative to a benchmark. It is equal to the investment's average return in excess of the risk-free rate minus the beta times the benchmark's average return in excess of the risk-free rate.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
63,"Kurtosis Measures the flatness of the tails of any investment distribution. A flat-tailed distribution has an increased chance of a large positive or negative realization. Kurtosis should not be confused with skewness, which measures the flatness of one tail. Kurtosis sometimes is referred to as the volatility of volatility.",Kurtosis,,,"Measures the flatness of the tails of any investment distribution. A flat-tailed distribution has an increased chance of a large positive or negative realization. Kurtosis should not be confused with skewness, which measures the flatness of one tail. Kurtosis sometimes is referred to as the volatility of volatility.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
64,Leverage The practice of borrowing to add to an investment position when one believes that the return from the position will exceed the cost of borrowed funds. Both institutional and individual investors can use leverage. Hedge fund managers often utilize leverage in order to increase returns. Leverage can magnify returns as well as losses.,Leverage,,,The practice of borrowing to add to an investment position when one believes that the return from the position will exceed the cost of borrowed funds. Both institutional and individual investors can use leverage. Hedge fund managers often utilize leverage in order to increase returns. Leverage can magnify returns as well as losses.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
65,"Leveraged bond fund An investment strategy designed to profit primarily from principal appreciation by utilizing leverage to purchase govern- ment bonds and, to a lesser extent, fixed-income derivatives. The hold- ing period is normally short to medium term, and low volatility may be anticipated.",Leveraged bond fund,,,"An investment strategy designed to profit primarily from principal appreciation by utilizing leverage to purchase govern- ment bonds and, to a lesser extent, fixed-income derivatives. The hold- ing period is normally short to medium term, and low volatility may be anticipated.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
66,Limited partners Usually investors in a limited partnership with no man- agement activity or responsibility. The liability or risk is limited to the amount of invested capital; no personal assets are at risk. A limited partner has limited liability.,Limited partners,,,Usually investors in a limited partnership with no man- agement activity or responsibility. The liability or risk is limited to the amount of invested capital; no personal assets are at risk. A limited partner has limited liability.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
67,"Liquidity The ease of converting an invested asset to cash or liquid capi- tal. Lack of liquidity can limit an investor regarding the timing of with- drawals from a particular account or strategy. For example, an investor",Liquidity,,,"The ease of converting an invested asset to cash or liquid capi- tal. Lack of liquidity can limit an investor regarding the timing of with- drawals from a particular account or strategy. For example, an investor",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
68,Liquidity premium An extra component of yield or return required to compensate the investor for the possibility that an adequate retail mar- ket may not develop for a security.,Liquidity premium,,,An extra component of yield or return required to compensate the investor for the possibility that an adequate retail mar- ket may not develop for a security.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
69,"Long/short equity A directional investment strategy that involves equity- oriented investing on both the long and short sides of the market. The objective is not to be market neutral. Managers can shift from value to growth, from small to medium to large capitalization stocks, and from a net long position to a net short position. Managers may use futures and options to hedge. The focus may be regional, such as long/short U.S. or European equity, or sector-specific, such as long and short tech- nology or healthcare stocks. Long/short equity funds tend to build and hold portfolios that are substantially more concentrated than those of traditional stock funds.",Long short equity,,,"A directional investment strategy that involves equity- oriented investing on both the long and short sides of the market. The objective is not to be market neutral. Managers can shift from value to growth, from small to medium to large capitalization stocks, and from a net long position to a net short position. Managers may use futures and options to hedge. The focus may be regional, such as long/short U.S. or European equity, or sector-specific, such as long and short tech- nology or healthcare stocks. Long/short equity funds tend to build and hold portfolios that are substantially more concentrated than those of traditional stock funds.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
70,"Managed futures An investment strategy that invests in listed financial and commodity futures markets and currency markets around the world. The managers are usually referred to as commodity trading advisors (CTAs). Trading disciplines are generally systematic or discre- tionary. Systematic traders tend to use price and market-specific infor- mation (often technical) to make trading decisions, while discretionary managers use judgment.",Managed futures,,,"An investment strategy that invests in listed financial and commodity futures markets and currency markets around the world. The managers are usually referred to as commodity trading advisors (CTAs). Trading disciplines are generally systematic or discre- tionary. Systematic traders tend to use price and market-specific infor- mation (often technical) to make trading decisions, while discretionary managers use judgment.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
71,"Management fee A fee collected by the manager that typically offsets any fund expenses. The fee is usually asset based and is, on average, 1 per- cent collected on a monthly, quarterly, or annual basis.",Management fee,,,"A fee collected by the manager that typically offsets any fund expenses. The fee is usually asset based and is, on average, 1 per- cent collected on a monthly, quarterly, or annual basis.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
72,Margin purchase Securities purchased using money borrowed from a bro- ker/dealer using other securities as collateral; a form of leverage.,Margin purchase,,,Securities purchased using money borrowed from a bro- ker/dealer using other securities as collateral; a form of leverage.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
73,Market neutral An investment strategy that is intended to be “neutral” to traditional market volatility. The strategy seeks to provide a stated or absolute return rather than to outperform a traditional market index. The goal is to attain the target return regardless of broad mar- ket direction.,Market neutral,,,An investment strategy that is intended to be “neutral” to traditional market volatility. The strategy seeks to provide a stated or absolute return rather than to outperform a traditional market index. The goal is to attain the target return regardless of broad mar- ket direction.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
74,"Market timing A top-down investment strategy that shifts capital from one asset class to another, profiting from movements in interest rates and equity markets. It usually involves large commitments to one or",Market timing,,,"A top-down investment strategy that shifts capital from one asset class to another, profiting from movements in interest rates and equity markets. It usually involves large commitments to one or",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
75,"Mark to market An accounting procedure required to maintain the credit balance in the short account equal to the market value of the short posi- tions. When securities are sold short, they are placed in a short account within a general margin account. The resulting credit balance is isolated within the short account and adjusted weekly by the brokerage firm by a process called “marking to the market.”",Mark to market,,,"An accounting procedure required to maintain the credit balance in the short account equal to the market value of the short posi- tions. When securities are sold short, they are placed in a short account within a general margin account. The resulting credit balance is isolated within the short account and adjusted weekly by the brokerage firm by a process called “marking to the market.”",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
76,Maximum annual drawdown The maximum percentage decrease from an equity high to an equity low for the year.,Maximum annual drawdown,,,The maximum percentage decrease from an equity high to an equity low for the year.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
77,"Multistrategy An investment strategy that involves utilization of several distinct strategies, such as growth, risk arbitrage, and macro, in an effort to gain increased diversification. Funds of funds are typically multistrategy.",Multistrategy,,,"An investment strategy that involves utilization of several distinct strategies, such as growth, risk arbitrage, and macro, in an effort to gain increased diversification. Funds of funds are typically multistrategy.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
78,"Net asset value (per share) (NAV) The market value of a fund share. It equals the closing market value of all securities within a portfolio plus all other assets, such as cash, subtracting all liabilities (including fees and expenses), and then dividing the result by the total number of shares outstanding.",Net asset value,NAV,,"The market value of a fund share. It equals the closing market value of all securities within a portfolio plus all other assets, such as cash, subtracting all liabilities (including fees and expenses), and then dividing the result by the total number of shares outstanding.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
79,"Net market exposure The amount of a portfolio exposed to market risk because it is not matched by an offsetting position. It typically refers to the net difference between net long positions and net short positions. For example, a portfolio that is 100 percent long and 60 percent short has a net market exposure of 40 percent.",Net market exposure,,,"The amount of a portfolio exposed to market risk because it is not matched by an offsetting position. It typically refers to the net difference between net long positions and net short positions. For example, a portfolio that is 100 percent long and 60 percent short has a net market exposure of 40 percent.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
80,"Offshore hedge fund An unregistered investment fund domiciled outside the United States and open only to non-U.S. investors or U.S. tax- exempt accredited investors. Because of privacy and tax advantages, Bermuda, the Cayman Islands, and other international tax havens are popular domiciles for offshore funds.",Offshore hedge fund,,,"An unregistered investment fund domiciled outside the United States and open only to non-U.S. investors or U.S. tax- exempt accredited investors. Because of privacy and tax advantages, Bermuda, the Cayman Islands, and other international tax havens are popular domiciles for offshore funds.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
81,Percent gain ratio A measure of the number of periods that the investment is up divided by the number of periods that a given benchmark is up. A high ratio indicates desirable performance.,Percent gain ratio,,,A measure of the number of periods that the investment is up divided by the number of periods that a given benchmark is up. A high ratio indicates desirable performance.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
82,Preferred return See Hurdle rate.,Preferred return,,,See Hurdle rate.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
83,"Prime broker An intermediary that works closely with investment man- agers, investors, and third-party service providers (i.e., administrators), providing a vast array of essential services such as trade settlement, cap- ital introduction, trade custody and reporting, and other margin lend- ing activities, such as cash and/or stock lending to support leverage and short selling.",Prime broker,,,"An intermediary that works closely with investment man- agers, investors, and third-party service providers (i.e., administrators), providing a vast array of essential services such as trade settlement, cap- ital introduction, trade custody and reporting, and other margin lend- ing activities, such as cash and/or stock lending to support leverage and short selling.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
84,Principal only (PO) A zero-coupon mortgage-backed security. POs are sold at deep discount to face value. They pay no periodic coupon inter- est. Principal is returned in the form of scheduled amortization and  prepayments.,Principal only,PO,,A zero-coupon mortgage-backed security. POs are sold at deep discount to face value. They pay no periodic coupon inter- est. Principal is returned in the form of scheduled amortization and  prepayments.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
85,"Private equity Any investment strategy that involves the purchase of equity in a private company. These strategies include leverage buyouts, venture capital investments, distressed debt investments, and mezzanine debt investments.",Private equity,,,"Any investment strategy that involves the purchase of equity in a private company. These strategies include leverage buyouts, venture capital investments, distressed debt investments, and mezzanine debt investments.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
86,Private placement memorandum Also known as the Reg D private place- ment document or “offering memorandum.” A document that outlines the terms of securities to be offered in a private placement. Resembles a business plan in content and structure.,Private placement memorandum,,,Also known as the Reg D private place- ment document or “offering memorandum.” A document that outlines the terms of securities to be offered in a private placement. Resembles a business plan in content and structure.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
87,"Qualified purchaser As defined in Section 2(a)(51) of the Investment Company Act of 1940, an individual with a $5 million investment port- folio or an institution with a $25 million portfolio. Certain hedge fund structures require that the investors be qualified purchasers.",Qualified purchaser,,,"As defined in Section 2(a)(51) of the Investment Company Act of 1940, an individual with a $5 million investment port- folio or an institution with a $25 million portfolio. Certain hedge fund structures require that the investors be qualified purchasers.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
88,Rate of return Percentage appreciation in market value for an investment security or security portfolio.,Rate of return,,,Percentage appreciation in market value for an investment security or security portfolio.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
89,Redemption Partial or whole liquidation of interests in an investment fund.,Redemption,,,Partial or whole liquidation of interests in an investment fund.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
90,Redemption fee Fee charged upon a voluntary redemption from an invest- ment vehicle.,Redemption fee,,,Fee charged upon a voluntary redemption from an invest- ment vehicle.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
91,Redemption notice period Required notification period of an intended redemption request. Notification in writing usually is required.,Redemption notice period,,,Required notification period of an intended redemption request. Notification in writing usually is required.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
92,"Regional An investment strategy in which investments are focused on spe- cific regions of the world, such as Latin America, the Pacific Rim, and Europe.",Regional,,,"An investment strategy in which investments are focused on spe- cific regions of the world, such as Latin America, the Pacific Rim, and Europe.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
93,"Regulation D A regulation adopted by the Securities and Exchange  Commission under provisions of the Securities Act of 1933. Under  Regulation D, many issuances of equity securities are exempt from reg- istration with the SEC. This regulation saves private investment part- nerships a significant amount of time and money in the process of raising funds.",Regulation D,,,"A regulation adopted by the Securities and Exchange  Commission under provisions of the Securities Act of 1933. Under  Regulation D, many issuances of equity securities are exempt from reg- istration with the SEC. This regulation saves private investment part- nerships a significant amount of time and money in the process of raising funds.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
94,"Real Estate Investment Trust (REIT) Created by Congress in 1960. A REIT is a company dedicated to owning and usually operating income- producing real estate such as offices, warehouses, apartment buildings, and shopping centers. To qualify as a REIT, an entity is legally required to pay virtually all of its taxable income to its shareholders every year.",Real Estate Investment Trust,REIT,,"Created by Congress in 1960. A REIT is a company dedicated to owning and usually operating income- producing real estate such as offices, warehouses, apartment buildings, and shopping centers. To qualify as a REIT, an entity is legally required to pay virtually all of its taxable income to its shareholders every year.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
95,Return/beta The annual return divided by the estimated beta of the man- ager or index. It indicates how much return has been generated per unit of risk as defined by beta.,Return beta,,,The annual return divided by the estimated beta of the man- ager or index. It indicates how much return has been generated per unit of risk as defined by beta.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
96,Return/standard deviation The annual return divided by annualized stan- dard deviation. It indicates how much return has been generated per unit of risk as defined by standard deviation.,Return standard deviation,,,The annual return divided by annualized stan- dard deviation. It indicates how much return has been generated per unit of risk as defined by standard deviation.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
97,"Risk Exposure to uncertain change, upside (positive change), or downside (negative change). Many types of risk are associated with investments (e.g., market risk, political risk). Many statistical measures, such as standard deviation, are used to understand and estimate risk associated with investments.",Risk,,,"Exposure to uncertain change, upside (positive change), or downside (negative change). Many types of risk are associated with investments (e.g., market risk, political risk). Many statistical measures, such as standard deviation, are used to understand and estimate risk associated with investments.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
98,"Risk-adjusted return Investment performance adjusted for the level of risk that the strategy is exposed to. Usually risk is measured by standard deviation or the volatility demonstrated by the strategy. Typically, investments showing high return will have an increased level of volatil- ity or a higher standard deviation.",Risk adjusted return,,,"Investment performance adjusted for the level of risk that the strategy is exposed to. Usually risk is measured by standard deviation or the volatility demonstrated by the strategy. Typically, investments showing high return will have an increased level of volatil- ity or a higher standard deviation.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
99,Risk arbitrage An investment strategy in which a long position is taken in the stock of a company being acquired in a merger or takeover and a simultaneous short position is taken in the stock of the acquiring com- pany. Returns are produced from the inequality of stock prices from announcement date of the merger until the transaction closes. Often risk is reduced by avoiding hostile takeovers and investing only in deals that are announced. Medium volatility may be expected.,Risk arbitrage,,,An investment strategy in which a long position is taken in the stock of a company being acquired in a merger or takeover and a simultaneous short position is taken in the stock of the acquiring com- pany. Returns are produced from the inequality of stock prices from announcement date of the merger until the transaction closes. Often risk is reduced by avoiding hostile takeovers and investing only in deals that are announced. Medium volatility may be expected.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
100,Risk premium The extra rate of return required to attract investors to an asset due to the incremental risk incurred from investing in it.,Risk premium,,,The extra rate of return required to attract investors to an asset due to the incremental risk incurred from investing in it.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
101,Rolling rate of return The average return of a rolling performance period.,Rolling rate of return,,,The average return of a rolling performance period.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
102,"R-squared (coefficient of determination) A measure of how well a regres- sion line fits the data. It indicates the percent of variation in the data that is explained by the regression line. R-squared can vary between 0 and 1, where 1 indicates that 100 percent of the variation in the invest- ment returns (dependent variable) is explained by the regression for the period measured.",R squared,,,"A measure of how well a regres- sion line fits the data. It indicates the percent of variation in the data that is explained by the regression line. R-squared can vary between 0 and 1, where 1 indicates that 100 percent of the variation in the invest- ment returns (dependent variable) is explained by the regression for the period measured.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
103,"Russell 1000 Index An index consisting of the 1,000 largest companies in the Russell 3000 Index, representing 89 percent of the total market capitalization of the Russell 3000.",Russell 1000,,,"Index An index consisting of the 1,000 largest companies in the Russell 3000 Index, representing 89 percent of the total market capitalization of the Russell 3000.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
104,Russell 2000 Growth Index An index containing those Russell 2000 securities with a greater-than-average growth orientation. Securities in this index generally have higher price-to-book and price-to-earnings ratios than those in the Russell 2000 Value Index.,Russell 2000,,,Growth Index An index containing those Russell 2000 securities with a greater-than-average growth orientation. Securities in this index generally have higher price-to-book and price-to-earnings ratios than those in the Russell 2000 Value Index.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
105,"Russell 2000 Small Stock Index An index comprised of the 2,000 small- est securities in the Russell 3000 Index, and includes reinvestment of dividends. It represents approximately 7 percent of the Russell 3000.",Russell 2000,,,"Small Stock Index An index comprised of the 2,000 small- est securities in the Russell 3000 Index, and includes reinvestment of dividends. It represents approximately 7 percent of the Russell 3000.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
106,Russell 2000 Value Index An index containing those Russell 2000 secu- rities with a less-than-average growth orientation. Securities in this index generally have lower price-to-book and price-to-earnings ratios than those in the Russell 2000 Growth Index.,Russell 2000,,,Value Index An index containing those Russell 2000 secu- rities with a less-than-average growth orientation. Securities in this index generally have lower price-to-book and price-to-earnings ratios than those in the Russell 2000 Growth Index.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
107,"Russell 3000 Index An index that measures the performance of the 3,000 largest U.S. companies based on total market capitalization, which rep- resents approximately 98 percent of the investable U.S. equity market.",Russell 3000,,,"Index An index that measures the performance of the 3,000 largest U.S. companies based on total market capitalization, which rep- resents approximately 98 percent of the investable U.S. equity market.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
108,"Sector funds An investment strategy that takes long and/or short positions in the companies of specific sectors of the economy, such as biotech- nology, financials, and information technology.",Sector funds,,,"An investment strategy that takes long and/or short positions in the companies of specific sectors of the economy, such as biotech- nology, financials, and information technology.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
109,"Sharpe ratio A ratio calculated by subtracting the risk-free (Treasury bill) rate from a portfolio's total return and then dividing this by its standard deviation. Because the numerator is the portfolio's risk premium, the resulting fraction indicates the risk premium return earned per unit of total risk. It measures the reward-to-risk efficiency of an investment.",Sharpe ratio,,,"A ratio calculated by subtracting the risk-free (Treasury bill) rate from a portfolio's total return and then dividing this by its standard deviation. Because the numerator is the portfolio's risk premium, the resulting fraction indicates the risk premium return earned per unit of total risk. It measures the reward-to-risk efficiency of an investment.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
110,"The Sharpe ratio seeks to measure the total risk of the portfolio by including the standard deviation of returns rather than considering only the systematic risk by using beta. In general, a higher Sharpe ratio sug- gests stronger risk-adjusted performance.",The Sharpe ratio,,,"seeks to measure the total risk of the portfolio by including the standard deviation of returns rather than considering only the systematic risk by using beta. In general, a higher Sharpe ratio sug- gests stronger risk-adjusted performance.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
111,"Short only An investment strategy based on the sale of securities that are overvalued from either a technical or a fundamental viewpoint, nor- mally used when a bear market is imminent. The investor does not own the shares sold. They are borrowed from a broker, in anticipation of the share price falling and that shares can be bought later at a lower price and then can replace those borrowed earlier from the broker. Expected volatility may be very high.",Short only,,,"An investment strategy based on the sale of securities that are overvalued from either a technical or a fundamental viewpoint, nor- mally used when a bear market is imminent. The investor does not own the shares sold. They are borrowed from a broker, in anticipation of the share price falling and that shares can be bought later at a lower price and then can replace those borrowed earlier from the broker. Expected volatility may be very high.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
112,"Short selling The practice of borrowing a stock on collateral, immediately selling it on the market with the intention of buying it back later at a lower price.",Short selling,,,"The practice of borrowing a stock on collateral, immediately selling it on the market with the intention of buying it back later at a lower price.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
113,"Special situation An investment strategy that focuses on investing in com- panies that will or are undergoing events that will affect the price of a stock. An example would be a merger, spin-off, or restructuring.",Special situation,,,"An investment strategy that focuses on investing in com- panies that will or are undergoing events that will affect the price of a stock. An example would be a merger, spin-off, or restructuring.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
114,"Standard & Poor's 500 Index (S&P 500) A registered trademark of The McGraw-Hill Companies, Inc., and has been licensed for use by Fidelity Distributors Corporation and its affiliates. It is an unmanaged index of the common stock prices of 500 widely held U.S. stocks. Standard & Poor's (a unit of The McGraw-Hill Companies, Inc.) calculates the mar- ket prices of these stocks, including the reinvestment of dividends, as a way to track the performance of the stock market in general.",Standard & Poor's 500 Index,S&P 500,,"A registered trademark of The McGraw-Hill Companies, Inc., and has been licensed for use by Fidelity Distributors Corporation and its affiliates. It is an unmanaged index of the common stock prices of 500 widely held U.S. stocks. Standard & Poor's (a unit of The McGraw-Hill Companies, Inc.) calculates the mar- ket prices of these stocks, including the reinvestment of dividends, as a way to track the performance of the stock market in general.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
115,Standard & Poor's Midcap 400 Index (S&P 400) A market capitalization- weighted index of 400 medium-capitalization stocks.,Standard & Poor's Midcap 400 Index,S&P 400,,A market capitalization- weighted index of 400 medium-capitalization stocks.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
116,"Standard deviation A statistical measurement of the dispersion about a fund's average return over a specified time period. It describes how widely returns vary over a designated period. Investors may examine historical standard deviation in conjunction with historical returns to decide whether a fund's volatility would have been acceptable given the returns it would have produced. A higher standard deviation indicates a wider dispersion of past returns and thus greater historical volatility. Standard deviation does not indicate how the fund actually performed, but merely indicates the volatility of its returns over time.",Standard deviation,,,"A statistical measurement of the dispersion about a fund's average return over a specified time period. It describes how widely returns vary over a designated period. Investors may examine historical standard deviation in conjunction with historical returns to decide whether a fund's volatility would have been acceptable given the returns it would have produced. A higher standard deviation indicates a wider dispersion of past returns and thus greater historical volatility. Standard deviation does not indicate how the fund actually performed, but merely indicates the volatility of its returns over time.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
117,Statistical arbitrage A market-neutral relative value investment strategy that attempts to profit from pricing inefficiencies. It involves the uti- lization of a quantitatively based investment methodology to identify securities or groups of securities that are currently trading at prices out of their historical range. The strategy involves establishing a long posi- tion in an undervalued security and short selling an overvalued security.,Statistical arbitrage,,,A market-neutral relative value investment strategy that attempts to profit from pricing inefficiencies. It involves the uti- lization of a quantitatively based investment methodology to identify securities or groups of securities that are currently trading at prices out of their historical range. The strategy involves establishing a long posi- tion in an undervalued security and short selling an overvalued security.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
118,Stock index arbitrage An investment strategy that involves buying a “basket” of stocks and selling short stock index futures contracts or vice versa.,Stock index arbitrage,,,An investment strategy that involves buying a “basket” of stocks and selling short stock index futures contracts or vice versa.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
119,"Stock lending A loan of a security from a legal holder to a borrower. The borrower uses the stock as their own, but remains liable to the loaner for all benefits the stock may produce, such as dividends. Stock lending began as a way to cover short sales, but has evolved and is incorporated into many hedge fund trading strategies.",Stock lending,,,"A loan of a security from a legal holder to a borrower. The borrower uses the stock as their own, but remains liable to the loaner for all benefits the stock may produce, such as dividends. Stock lending began as a way to cover short sales, but has evolved and is incorporated into many hedge fund trading strategies.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
120,"Systematic trading The method of seeking to identify a trend or pattern and position to stay invested as long as it persists. Systematic trading differs from statistical arbitrage in that each position is essentially an independent directional trade that is intended to produce a profit, not a relative position.",Systematic trading,,,"The method of seeking to identify a trend or pattern and position to stay invested as long as it persists. Systematic trading differs from statistical arbitrage in that each position is essentially an independent directional trade that is intended to produce a profit, not a relative position.",JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
121,Top-down investing An approach to investing in which an investor first looks at trends in the general economy and next selects industries and then companies that should benefit from those trends.,Top down investing,,,An approach to investing in which an investor first looks at trends in the general economy and next selects industries and then companies that should benefit from those trends.,JAMES R HEDGES Hedges On Hedge Funds How To Successfully Analyze AND SELECT AN INVESTMENT.pdf
