ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
109,"Dow Jones Industrial Average (DJIA) Used as an overall indicator of market performance, this average is composed of 30 blue-chip stocks that are traded daily on the New York Stock Exchange.",Dow Jones Industrial Average,DJIA,,"Used as an overall indicator of market performance, this average is composed of 30 blue-chip stocks that are traded daily on the New York Stock Exchange.",Finance - The Options Course - High Profit And Low Stress Trading Methods
110,downside The potential for prices to decrease.,downside,,,The potential for prices to decrease.,Finance - The Options Course - High Profit And Low Stress Trading Methods
111,downside breakeven The lower price at which a trade breaks even.,downside breakeven,,,The lower price at which a trade breaks even.,Finance - The Options Course - High Profit And Low Stress Trading Methods
112,downside risk The potential risk one takes if prices decrease in directional trading.,downside risk,,,The potential risk one takes if prices decrease in directional trading.,Finance - The Options Course - High Profit And Low Stress Trading Methods
113,each way The commission made by a broker for the purchase and sale sides of a trade.,each way,,,The commission made by a broker for the purchase and sale sides of a trade.,Finance - The Options Course - High Profit And Low Stress Trading Methods
114,earnings The net profit for a company after all expenses are deducted.,earnings,,,The net profit for a company after all expenses are deducted.,Finance - The Options Course - High Profit And Low Stress Trading Methods
115,earnings per share (EPS) The net profit for a company allocated on an individ- ual share of stock basis.,earnings per share,EPS,,The net profit for a company allocated on an individ- ual share of stock basis.,Finance - The Options Course - High Profit And Low Stress Trading Methods
116,"Elliott wave theory A technical tool based on R. N. Elliott's work in the 1930s. Elliott believed the charted price activity of a market is the graphical representa- tion of mass psychology. In other words, the Elliott wave theory organizes the",Elliott wave theory,,,"A technical tool based on R. N. Elliott's work in the 1930s. Elliott believed the charted price activity of a market is the graphical representa- tion of mass psychology. In other words, the Elliott wave theory organizes the",Finance - The Options Course - High Profit And Low Stress Trading Methods
117,"seemingly random flow of market price action into identifiable, predictable pat- terns based on the natural progression of crowd psychology. Elliott wave theory is based on the premise that markets will move in ratios and patterns that reflect human nature. The classic Elliott wave pattern consists of two different types of waves. The first consists of a five-wave sequence called an impulse wave and the second is a three-wave sequence called a corrective wave. Usually, but not al- ways, the market will move in a corrective wave after a five-wave move in the other direction.","seemingly random flow of market price action into identifiable, predictable pat  terns based on the natural progression of crowd psychology.",,,"Elliott wave theory is based on the premise that markets will move in ratios and patterns that reflect human nature. The classic Elliott wave pattern consists of two different types of waves. The first consists of a five-wave sequence called an impulse wave and the second is a three-wave sequence called a corrective wave. Usually, but not al- ways, the market will move in a corrective wave after a five-wave move in the other direction.",Finance - The Options Course - High Profit And Low Stress Trading Methods
118,end of day The close of the trading day when market prices settle.,end of day,,,The close of the trading day when market prices settle.,Finance - The Options Course - High Profit And Low Stress Trading Methods
119,EPS Rank An Investor's Business Daily list of companies ranked from 0 to 100 by the strength of each company's earnings per share.,EPS Rank An Investor's Business,,,Daily list of companies ranked from 0 to 100 by the strength of each company's earnings per share.,Finance - The Options Course - High Profit And Low Stress Trading Methods
120,equilibrium A price level in a sideways market equidistant from the resistance and support levels.,equilibrium,,,A price level in a sideways market equidistant from the resistance and support levels.,Finance - The Options Course - High Profit And Low Stress Trading Methods
121,"Eurodollars Dollars deposited in foreign banks, with the futures contract reflect- ing the rates offered between U.S. banks and foreign banks.",Eurodollars,,,"Dollars deposited in foreign banks, with the futures contract reflect- ing the rates offered between U.S. banks and foreign banks.",Finance - The Options Course - High Profit And Low Stress Trading Methods
122,European-style option An option contract that can be exercised only on the ex- piration date.,European style option,,,An option contract that can be exercised only on the ex- piration date.,Finance - The Options Course - High Profit And Low Stress Trading Methods
123,"exchange The location where an asset, option, future, stock, or derivative is bought and sold.",exchange,,,"The location where an asset, option, future, stock, or derivative is bought and sold.",Finance - The Options Course - High Profit And Low Stress Trading Methods
124,exchange rate The price at which one country's currency can be converted into another country's currency.,exchange rate,,,The price at which one country's currency can be converted into another country's currency.,Finance - The Options Course - High Profit And Low Stress Trading Methods
125,exercise The process of implementing an option's right to buy or sell the under- lying security.,exercise,,,The process of implementing an option's right to buy or sell the under- lying security.,Finance - The Options Course - High Profit And Low Stress Trading Methods
126,exercise price A price at which the stock or commodity underlying a call or put option can be purchased (call) or sold (put) over the specified period. (Same as strike price.),exercise price,,,A price at which the stock or commodity underlying a call or put option can be purchased,Finance - The Options Course - High Profit And Low Stress Trading Methods
127,expiration The date and time after which an option may no longer be exercised.,expiration,,,The date and time after which an option may no longer be exercised.,Finance - The Options Course - High Profit And Low Stress Trading Methods
128,expiration date The last day on which an option may be exercised.,expiration date,,,The last day on which an option may be exercised.,Finance - The Options Course - High Profit And Low Stress Trading Methods
129,explosive Refers to an opportunity that can yield large profits with usually a lim- ited risk in a short amount of time.,explosive,,,Refers to an opportunity that can yield large profits with usually a lim- ited risk in a short amount of time.,Finance - The Options Course - High Profit And Low Stress Trading Methods
130,extrinsic value The price of an option less its intrinsic value. An out-of-the- money option's worth consists of nothing but extrinsic or time value. (Same as time value.),extrinsic value,,,The price of an option less its intrinsic value. An out-of-the- money option's worth consists of nothing but extrinsic or time value.,Finance - The Options Course - High Profit And Low Stress Trading Methods
131,fade Refers to selling a rising price or buying a falling price.,fade,,,Refers to selling a rising price or buying a falling price.,Finance - The Options Course - High Profit And Low Stress Trading Methods
132,"failed rally The inability of a market to sustain an upward move, often associ- ated with a pattern that does not resolve itself in an expected upward direction. The most typical evidence of a failed rally is diminishing volume.",failed rally,,,"The inability of a market to sustain an upward move, often associ- ated with a pattern that does not resolve itself in an expected upward direction. The most typical evidence of a failed rally is diminishing volume.",Finance - The Options Course - High Profit And Low Stress Trading Methods
133,fair market value The value of an asset under normal conditions.,fair market value,,,The value of an asset under normal conditions.,Finance - The Options Course - High Profit And Low Stress Trading Methods
134,"fair value The theoretical value of what an option should be worth, usually gen- erated by an option pricing model such as the Black-Scholes.",fair value,,,"The theoretical value of what an option should be worth, usually gen- erated by an option pricing model such as the Black-Scholes.",Finance - The Options Course - High Profit And Low Stress Trading Methods
135,fast market A stock with so much volume that the order entry systems have dif- ficulty processing all of the orders.,fast market,,,A stock with so much volume that the order entry systems have dif- ficulty processing all of the orders.,Finance - The Options Course - High Profit And Low Stress Trading Methods
136,Federal Reserve System The independent central bank that influences the sup- ply of money and credit in the United States through its control of bank reserves.,Federal Reserve System,,,The independent central bank that influences the sup- ply of money and credit in the United States through its control of bank reserves.,Finance - The Options Course - High Profit And Low Stress Trading Methods
137,"Fibonacci series A mathematical series used in the markets that is produced by adding two sequential numbers to arrive at the next number in the series. Starting with 1, the series is: 1, 1, 2, 3, 5, 8, 13, 21, 34, 55, 89, 144, 233, . . . This series repre- sents common naturally occurring phenomena such as the reproduction rate of a pair of rabbits and decay relationships, among others.",Fibonacci series,,,"A mathematical series used in the markets that is produced by adding two sequential numbers to arrive at the next number in the series. Starting with 1, the series is: 1, 1, 2, 3, 5, 8, 13, 21, 34, 55, 89, 144, 233, . . . This series repre- sents common naturally occurring phenomena such as the reproduction rate of a pair of rabbits and decay relationships, among others.",Finance - The Options Course - High Profit And Low Stress Trading Methods
138,fill An executed order.,fill,,,An executed order.,Finance - The Options Course - High Profit And Low Stress Trading Methods
139,fill order An order that must be filled or canceled immediately.,fill order,,,An order that must be filled or canceled immediately.,Finance - The Options Course - High Profit And Low Stress Trading Methods
140,fill or kill An order to buy or sell an exact number of units or none at all.,fill or kill,,,An order to buy or sell an exact number of units or none at all.,Finance - The Options Course - High Profit And Low Stress Trading Methods
141,financial instruments The term used for debt instruments.,financial instruments,,,The term used for debt instruments.,Finance - The Options Course - High Profit And Low Stress Trading Methods
142,fixed delta A delta figure that does not change with the change in the underlying asset. A futures contract has a fixed delta of plus or minus 100.,fixed delta,,,A delta figure that does not change with the change in the underlying asset. A futures contract has a fixed delta of plus or minus 100.,Finance - The Options Course - High Profit And Low Stress Trading Methods
143,"flags Relatively short-lived, sideways patterns that form after a sharp rise or de- cline in price. They represent a pause in the current move that occurs at the ap- proximate midpoint. As a result, these formations have measuring implications. By definition, flags are continuation patterns. The flag resembles a rectangle that is slightly trending up or down (similar to a parallelogram). The slope's direction is often the opposite of the move prior to formation. These formations typically take one to three weeks to form, with volume diminishing into the pattern.",flags,,,"Relatively short-lived, sideways patterns that form after a sharp rise or de- cline in price. They represent a pause in the current move that occurs at the ap- proximate midpoint. As a result, these formations have measuring implications. By definition, flags are continuation patterns. The flag resembles a rectangle that is slightly trending up or down. The slope's direction is often the opposite of the move prior to formation. These formations typically take one to three weeks to form, with volume diminishing into the pattern.",Finance - The Options Course - High Profit And Low Stress Trading Methods
144,float The number of shares available for public trading in the markets.,float,,,The number of shares available for public trading in the markets.,Finance - The Options Course - High Profit And Low Stress Trading Methods
145,floor broker An exchange member who is paid a fee for executing orders.,floor broker,,,An exchange member who is paid a fee for executing orders.,Finance - The Options Course - High Profit And Low Stress Trading Methods
146,floor ticket A summary of the information on an order ticket.,floor ticket,,,A summary of the information on an order ticket.,Finance - The Options Course - High Profit And Low Stress Trading Methods
147,floor trader An exchange member who executes orders from the floor of the ex- change only for his or her own account.,floor trader,,,An exchange member who executes orders from the floor of the ex- change only for his or her own account.,Finance - The Options Course - High Profit And Low Stress Trading Methods
148,front month The first expiration month in a series of months.,front month,,,The first expiration month in a series of months.,Finance - The Options Course - High Profit And Low Stress Trading Methods
149,"fundamental analysis An approach to trading research that aims to predict futures and stock price movements based on balance sheets, income statements, past records of earnings, sales, assets, management, products, and services.",fundamental analysis,,,"An approach to trading research that aims to predict futures and stock price movements based on balance sheets, income statements, past records of earnings, sales, assets, management, products, and services.",Finance - The Options Course - High Profit And Low Stress Trading Methods
150,futures contract Agreement to buy or sell a set number of shares of a commod- ity or financial instruments in a designated future month at a price agreed on by the buyer and seller.,futures contract,,,Agreement to buy or sell a set number of shares of a commod- ity or financial instruments in a designated future month at a price agreed on by the buyer and seller.,Finance - The Options Course - High Profit And Low Stress Trading Methods
151,gamma The degree by which the delta changes with respect to changes in the underlying instrument's price.,gamma,,,The degree by which the delta changes with respect to changes in the underlying instrument's price.,Finance - The Options Course - High Profit And Low Stress Trading Methods
152,gap When the daily range is completely above or below the previous day's daily range.,gap,,,When the daily range is completely above or below the previous day's daily range.,Finance - The Options Course - High Profit And Low Stress Trading Methods
153,going ahead Unethical brokerage activity whereby the broker trades first for his or her own account before filling the customer's order(s).,going ahead,,,Unethical brokerage activity whereby the broker trades first for his or her own account before filling the customer's order(s).,Finance - The Options Course - High Profit And Low Stress Trading Methods
154,"go long To buy securities, options, or futures.",go long,,,"To buy securities, options, or futures.",Finance - The Options Course - High Profit And Low Stress Trading Methods
155,good till canceled order (GTC) An order to buy or sell stock that is good until the trader cancels it.,good till canceled order,GTC,,An order to buy or sell stock that is good until the trader cancels it.,Finance - The Options Course - High Profit And Low Stress Trading Methods
156,"go short To sell securities, options, or futures.",go short,,,"To sell securities, options, or futures.",Finance - The Options Course - High Profit And Low Stress Trading Methods
157,"gross domestic product (GDP) The total value of goods and services produced in a country during one year. It includes consumption, government purchases, in- vestments, and exports minus imports.",gross domestic product,GDP,,"The total value of goods and services produced in a country during one year. It includes consumption, government purchases, in- vestments, and exports minus imports.",Finance - The Options Course - High Profit And Low Stress Trading Methods
158,guts A strangle where the call and the put are in-the-money.,guts,,,A strangle where the call and the put are in-the-money.,Finance - The Options Course - High Profit And Low Stress Trading Methods
159,hammering the market The intense selling of stocks by speculators who think the market is about to drop because they believe prices are inflated.,hammering the market,,,The intense selling of stocks by speculators who think the market is about to drop because they believe prices are inflated.,Finance - The Options Course - High Profit And Low Stress Trading Methods
160,"head and shoulders (H&S) The head and shoulders pattern is probably one of the best-known, most reliable patterns. The pattern resembles the silhouette of a head with shrugged shoulders. Each outside peak, or shoulder, is about the same height, with the middle peak, or head, higher than both shoulders. All three peaks use the same support line (the neckline) and a specific volume pattern is seen when this reversal is valid. The pattern is not complete until there is a close below the neckline accompanied by increased volume. These reversals occur at market tops and are bearish. Price projections are possible with valid H&S patterns.",head and shoulders,H&S,,The pattern is not complete until there is a close below the neckline accompanied by increased volume. These reversals occur at market tops and are bearish. Price projections are possible with valid H&S patterns.,Finance - The Options Course - High Profit And Low Stress Trading Methods
161,hedge Reducing the risk of loss on an outright directional move by taking a posi- tion through options or futures opposite to the current position held in the market.,hedge,,,Reducing the risk of loss on an outright directional move by taking a posi- tion through options or futures opposite to the current position held in the market.,Finance - The Options Course - High Profit And Low Stress Trading Methods
162,high The highest price that was paid for a stock during a certain period.,high,,,The highest price that was paid for a stock during a certain period.,Finance - The Options Course - High Profit And Low Stress Trading Methods
163,high and low Refers to the high and low transaction prices that occur each trad- ing day.,high and low,,,Refers to the high and low transaction prices that occur each trad- ing day.,Finance - The Options Course - High Profit And Low Stress Trading Methods
164,highflier A speculative high-priced stock that moves up and down sharply over a short period of time.,highflier,,,A speculative high-priced stock that moves up and down sharply over a short period of time.,Finance - The Options Course - High Profit And Low Stress Trading Methods
165,"high-tech stock Stock of companies involved in high-technology industries, such as computers, biotechnology, robotics, electronics, and semiconductors.",high tech stock,,,"Stock of companies involved in high-technology industries, such as computers, biotechnology, robotics, electronics, and semiconductors.",Finance - The Options Course - High Profit And Low Stress Trading Methods
166,historical volatility A measurement of how much a contract's price has fluctu- ated over a period of time in the past; usually calculated by taking a standard devi- ation of price changes over a time period.,historical volatility,,,A measurement of how much a contract's price has fluctu- ated over a period of time in the past; usually calculated by taking a standard devi- ation of price changes over a time period.,Finance - The Options Course - High Profit And Low Stress Trading Methods
167,holder One who purchases an option.,holder,,,One who purchases an option.,Finance - The Options Course - High Profit And Low Stress Trading Methods
168,"HOLDRS Stands for Holding Company Depositary Receipts, which are ex- change-traded funds that hold baskets of stocks from specific industry groups. HOLDRS trade on the American Stock Exchange and can be bought or sold in lots of 100 shares. For example, investors can buy or sell Biotechnology HOLDRS",HOLDRS,,,"Stands for Holding Company Depositary Receipts, which are ex- change-traded funds that hold baskets of stocks from specific industry groups. HOLDRS trade on the American Stock Exchange and can be bought or sold in lots of 100 shares. For example, investors can buy or sell Biotechnology HOLDRS",Finance - The Options Course - High Profit And Low Stress Trading Methods
169,"(BBH), Semiconductor HOLDRS (SMH), or Oil Service HOLDRS (OIH). In all, the American Stock Exchange offers trading in 17 different HOLDRS. Options are also available on these exchange-trade funds and can be used to profit from trends re- lated to specific sectors or industry groups.","(BBH), Semiconductor HOLDRS",BBH,,"In all, the American Stock Exchange offers trading in 17 different HOLDRS. Options are also available on these exchange-trade funds and can be used to profit from trends re- lated to specific sectors or industry groups.",Finance - The Options Course - High Profit And Low Stress Trading Methods
170,illiquid market A market that has no volume; slippage is subsequently created due to lack of trading volume.,illiquid market,,,A market that has no volume; slippage is subsequently created due to lack of trading volume.,Finance - The Options Course - High Profit And Low Stress Trading Methods
171,immediate/cancel order An order that must be filled immediately or canceled.,immediate cancel order,,,An order that must be filled immediately or canceled.,Finance - The Options Course - High Profit And Low Stress Trading Methods
172,income statement A financial statement that shows a company's revenues and expenditures over a stated period (usually one quarter or year) resulting in either a profit or a loss.,income statement,,,A financial statement that shows a company's revenues and expenditures over a stated period resulting in either a profit or a loss.,Finance - The Options Course - High Profit And Low Stress Trading Methods
173,"index A group of stocks that can be traded as one portfolio, such as the S&P 500. Broad-based indexes cover a wide range of industries and companies, and narrow- based indexes cover stocks in one industry or economic sector.",index,,,"A group of stocks that can be traded as one portfolio, such as the S&P 500. Broad-based indexes cover a wide range of industries and companies, and narrow- based indexes cover stocks in one industry or economic sector.",Finance - The Options Course - High Profit And Low Stress Trading Methods
174,index options Call options and put options on indexes of stocks are designed to reflect and fluctuate with market conditions. Index options allow investors to trade in a specific industry group or market without having to buy all the stocks in- dividually.,index options,,,Call options and put options on indexes of stocks are designed to reflect and fluctuate with market conditions. Index options allow investors to trade in a specific industry group or market without having to buy all the stocks in- dividually.,Finance - The Options Course - High Profit And Low Stress Trading Methods
175,inflation Increases in the general price level of goods and services; it is com- monly reported using the consumer price index as a measure. Inflation is one of the major risks to investors over the long term as savings may actually buy less in the future if they do not return an amount in excess of price increases.,inflation,,,Increases in the general price level of goods and services; it is com- monly reported using the consumer price index as a measure. Inflation is one of the major risks to investors over the long term as savings may actually buy less in the future if they do not return an amount in excess of price increases.,Finance - The Options Course - High Profit And Low Stress Trading Methods
176,"inside information Material information that has not been disseminated to, or is not readily available to, the general public.",inside information,,,"Material information that has not been disseminated to, or is not readily available to, the general public.",Finance - The Options Course - High Profit And Low Stress Trading Methods
177,institutional investor A person or organization that trades securities in large enough share quantities or dollar amounts that it qualifies for preferential treat- ment and lower commissions. These entities are assumed to be more knowledge- able investors who are better able to protect themselves from risk.,institutional investor,,,A person or organization that trades securities in large enough share quantities or dollar amounts that it qualifies for preferential treat- ment and lower commissions. These entities are assumed to be more knowledge- able investors who are better able to protect themselves from risk.,Finance - The Options Course - High Profit And Low Stress Trading Methods
178,"interest rate The charge for the privilege of borrowing money, usually ex- pressed as an annual percentage rate.",interest rate,,,"The charge for the privilege of borrowing money, usually ex- pressed as an annual percentage rate.",Finance - The Options Course - High Profit And Low Stress Trading Methods
179,interest rate–driven Refers to a point in the business cycle when interest rates are declining and bond prices are rising.,interest rate–driven,,,Refers to a point in the business cycle when interest rates are declining and bond prices are rising.,Finance - The Options Course - High Profit And Low Stress Trading Methods
180,intermarket analysis Observing the price movement of one market for the pur- pose of evaluating a different market.,intermarket analysis,,,Observing the price movement of one market for the pur- pose of evaluating a different market.,Finance - The Options Course - High Profit And Low Stress Trading Methods
181,intermarket spread A spread consisting of opposing positions in instruments with two different markets.,intermarket spread,,,A spread consisting of opposing positions in instruments with two different markets.,Finance - The Options Course - High Profit And Low Stress Trading Methods
182,in-the-money (ITM) When exercising an option would generate a profit at the time. A call option is in-the-money if the strike price is less than the market price of the underlying security. A put option is in-the-money if the strike price is greater than the market price of the underlying security.,in the money,ITM,,When exercising an option would generate a profit at the time. A call option is in-the-money if the strike price is less than the market price of the underlying security. A put option is in-the-money if the strike price is greater than the market price of the underlying security.,Finance - The Options Course - High Profit And Low Stress Trading Methods
183,intrinsic value The amount by which an option is in-the-money. Out-of-the- money options have no intrinsic value. Calls = underlying asset less strike price. Puts = strike price less underlying asset.,intrinsic value,,,The amount by which an option is in-the-money. Out-of-the- money options have no intrinsic value. Calls = underlying asset less strike price. Puts = strike price less underlying asset.,Finance - The Options Course - High Profit And Low Stress Trading Methods
184,"inverse relationship Two or more markets that act totally opposite to one an- other, producing negative correlations.",inverse relationship,,,"Two or more markets that act totally opposite to one an- other, producing negative correlations.",Finance - The Options Course - High Profit And Low Stress Trading Methods
185,investment Any purchase of an asset to increase future income.,investment,,,Any purchase of an asset to increase future income.,Finance - The Options Course - High Profit And Low Stress Trading Methods
186,iron butterfly The combination of a long (or short) straddle and a short (or long) strangle. All options must have the same underlying asset and the same expiration.,iron butterfly,,,The combination of a long strangle. All options must have the same underlying asset and the same expiration.,Finance - The Options Course - High Profit And Low Stress Trading Methods
187,"lagging indicator A technical indicator can lead or follow price action. A lagging indicator will move in a bullish or bearish direction after the same bullish or bear- ish price move. The extent to which an indicator lags is dependent upon the “speed” of the indicator. Lagging indicators include moving averages, envelopes, and channels. Many economic indicators are also considered lagging indicators that follow the overall pace of the economy.",lagging indicator,,,"A technical indicator can lead or follow price action. A lagging indicator will move in a bullish or bearish direction after the same bullish or bear- ish price move. The extent to which an indicator lags is dependent upon the “speed” of the indicator. Lagging indicators include moving averages, envelopes, and channels. Many economic indicators are also considered lagging indicators that follow the overall pace of the economy.",Finance - The Options Course - High Profit And Low Stress Trading Methods
188,"leading indicator Technical indicators can precede or lag price action. A leading indicator will move in a bullish or bearish direction prior to the same bullish or bearish price move. It is important to note that leading indicators can provide false signals; therefore, price confirmation is important. Leading indicators in- clude volume and momentum, among other oscillators.",leading indicator,,,"Technical indicators can precede or lag price action. A leading indicator will move in a bullish or bearish direction prior to the same bullish or bearish price move. It is important to note that leading indicators can provide false signals; therefore, price confirmation is important. Leading indicators in- clude volume and momentum, among other oscillators.",Finance - The Options Course - High Profit And Low Stress Trading Methods
189,leg One side of a spread.,leg,,,One side of a spread.,Finance - The Options Course - High Profit And Low Stress Trading Methods
190,Level II quotes One of three levels of the National Association of Securities Dealers Automated Quotations System (Nasdaq). Level I quotes provide basic in- formation such as the best bids and asks for Nasdaq-listed stocks. Level II data provides investors with more detailed quotes and information. Level II users have access to current bids and offers for all market makers in a given Nasdaq-listed stock. Level III is the most advanced level and is used by market makers to enter their own quotes to the system.,Level II quotes,,,One of three levels of the National Association of Securities Dealers Automated Quotations System. Level I quotes provide basic in- formation such as the best bids and asks for Nasdaq-listed stocks. Level II data provides investors with more detailed quotes and information. Level II users have access to current bids and offers for all market makers in a given Nasdaq-listed stock. Level III is the most advanced level and is used by market makers to enter their own quotes to the system.,Finance - The Options Course - High Profit And Low Stress Trading Methods
191,limit move The maximum daily price limit for an exchange-traded contract.,limit move,,,The maximum daily price limit for an exchange-traded contract.,Finance - The Options Course - High Profit And Low Stress Trading Methods
192,limit order An order to buy a stock at or below a specified price or to sell a stock at or above a specified price.,limit order,,,An order to buy a stock at or below a specified price or to sell a stock at or above a specified price.,Finance - The Options Course - High Profit And Low Stress Trading Methods
193,"limit up, limit down Commodity exchange restrictions on the maximum up- ward or downward movements permitted in the price for a commodity during any trading session day.","limit up, limit down",,,Commodity exchange restrictions on the maximum up- ward or downward movements permitted in the price for a commodity during any trading session day.,Finance - The Options Course - High Profit And Low Stress Trading Methods
194,"line chart Line charts “connect the dots” of the closing prices. They offer noth- ing as to the price action in any given time period, but are useful in looking at the overall price direction of a stock or index.",line chart,,,"Line charts “connect the dots” of the closing prices. They offer noth- ing as to the price action in any given time period, but are useful in looking at the overall price direction of a stock or index.",Finance - The Options Course - High Profit And Low Stress Trading Methods
195,liquidity The ease with which an asset can be converted to cash in the market- place. A large number of buyers and sellers and a high volume of trading activity provide high liquidity.,liquidity,,,The ease with which an asset can be converted to cash in the market- place. A large number of buyers and sellers and a high volume of trading activity provide high liquidity.,Finance - The Options Course - High Profit And Low Stress Trading Methods
196,locked market A market where trading has been halted because prices have reached their daily trading limit.,locked market,,,A market where trading has been halted because prices have reached their daily trading limit.,Finance - The Options Course - High Profit And Low Stress Trading Methods
197,"long The term used to describe the buying of a security, contract, commodity, or option.",long,,,"The term used to describe the buying of a security, contract, commodity, or option.",Finance - The Options Course - High Profit And Low Stress Trading Methods
198,long-term equity anticipation securities (LEAPS) Long-term stock or index op- tions that are available with expiration dates up to three years in the future.,long term equity anticipation securities,LEAPS,,Long-term stock or index op- tions that are available with expiration dates up to three years in the future.,Finance - The Options Course - High Profit And Low Stress Trading Methods
199,low The lowest price paid for a stock during a certain period.,low,,,The lowest price paid for a stock during a certain period.,Finance - The Options Course - High Profit And Low Stress Trading Methods
200,"low-risk investing A trade that is hedged for purposes of limiting price loss, as opposed to a directional trade where loss is unlimited.",low risk investing,,,"A trade that is hedged for purposes of limiting price loss, as opposed to a directional trade where loss is unlimited.",Finance - The Options Course - High Profit And Low Stress Trading Methods
201,make a market A market maker stands ready to buy or sell a particular security for his or her own account to keep the market liquid.,make a market,,,A market maker stands ready to buy or sell a particular security for his or her own account to keep the market liquid.,Finance - The Options Course - High Profit And Low Stress Trading Methods
202,margin A deposit contributed by a customer as a percentage of the current mar- ket value of the securities held in a margin account. This amount changes as the price of the investment changes.,margin,,,A deposit contributed by a customer as a percentage of the current mar- ket value of the securities held in a margin account. This amount changes as the price of the investment changes.,Finance - The Options Course - High Profit And Low Stress Trading Methods
203,margin account A customer account in which a brokerage firm lends the cus- tomer part of the purchase price of a trade.,margin account,,,A customer account in which a brokerage firm lends the cus- tomer part of the purchase price of a trade.,Finance - The Options Course - High Profit And Low Stress Trading Methods
204,margin call A call from a broker signaling the need for a trader to deposit addi- tional money into a margin account to maintain a trade.,margin call,,,A call from a broker signaling the need for a trader to deposit addi- tional money into a margin account to maintain a trade.,Finance - The Options Course - High Profit And Low Stress Trading Methods
205,margin requirements of options The amount of cash the writer of an uncovered (naked) option is required to deposit and maintain to cover his or her daily posi- tion price changes.,margin requirements of options,,,The amount of cash the writer of an uncovered option is required to deposit and maintain to cover his or her daily posi- tion price changes.,Finance - The Options Course - High Profit And Low Stress Trading Methods
206,marked to market At the end of each business day the open positions carried in an account held at a brokerage firm are credited or debited funds based on the set- tlement prices of the open positions that day.,marked to market,,,At the end of each business day the open positions carried in an account held at a brokerage firm are credited or debited funds based on the set- tlement prices of the open positions that day.,Finance - The Options Course - High Profit And Low Stress Trading Methods
207,"market Used to refer to the entire stock market, a specific sector, or a specific asset, security, or commodity that is traded at an exchange.",market,,,"Used to refer to the entire stock market, a specific sector, or a specific asset, security, or commodity that is traded at an exchange.",Finance - The Options Course - High Profit And Low Stress Trading Methods
208,market-if-touched (MIT) order A price order that automatically becomes a mar- ket order if the price is reached.,market if touched order,,,A price order that automatically becomes a mar- ket order if the price is reached.,Finance - The Options Course - High Profit And Low Stress Trading Methods
209,market maker An independent trader or trading firm that is prepared to buy and sell shares or contracts in a designated market. Market makers must make a two- sided market (bid and ask) in order to facilitate trading.,market maker,,,An independent trader or trading firm that is prepared to buy and sell shares or contracts in a designated market. Market makers must make a two- sided market in order to facilitate trading.,Finance - The Options Course - High Profit And Low Stress Trading Methods
210,"market on close An order specification that requires the broker to get the best price available on the close of trading, usually during the last five minutes of trading.",market on close,,,"An order specification that requires the broker to get the best price available on the close of trading, usually during the last five minutes of trading.",Finance - The Options Course - High Profit And Low Stress Trading Methods
211,market on open An order that must be executed during the opening of trading.,market on open,,,An order that must be executed during the opening of trading.,Finance - The Options Course - High Profit And Low Stress Trading Methods
212,"market order Buying or selling securities at the price given at the time the order reaches the market. A market order is to be executed immediately at the best available price, and is the only order that guarantees execution.",market order,,,"Buying or selling securities at the price given at the time the order reaches the market. A market order is to be executed immediately at the best available price, and is the only order that guarantees execution.",Finance - The Options Course - High Profit And Low Stress Trading Methods
213,market price The most recent price at which a security transaction has taken place.,market price,,,The most recent price at which a security transaction has taken place.,Finance - The Options Course - High Profit And Low Stress Trading Methods
214,market value The price at which investors buy or sell a share of common stock or a bond at a given time. Market value is determined by the interaction between buyers and sellers.,market value,,,The price at which investors buy or sell a share of common stock or a bond at a given time. Market value is determined by the interaction between buyers and sellers.,Finance - The Options Course - High Profit And Low Stress Trading Methods
215,"mark to market Refers to the daily adjustment of margin accounts to reflect profits and losses. In this way, losses are never allowed to accumulate.",mark to market,,,"Refers to the daily adjustment of margin accounts to reflect profits and losses. In this way, losses are never allowed to accumulate.",Finance - The Options Course - High Profit And Low Stress Trading Methods
216,"mid-cap stocks Usually solidly established medium-growth firms with less than $100 billion in assets. They provide better growth potential than blue-chip stocks, but do not offer as wide a variety of investment attributes.",mid cap stocks,,,"Usually solidly established medium-growth firms with less than $100 billion in assets. They provide better growth potential than blue-chip stocks, but do not offer as wide a variety of investment attributes.",Finance - The Options Course - High Profit And Low Stress Trading Methods
217,"momentum A measure of the rate (velocity) at which a security is rising or falling. When a market continues in the same direction for a certain time frame, the market is said to have momentum.",momentum,,,"A measure of the rate at which a security is rising or falling. When a market continues in the same direction for a certain time frame, the market is said to have momentum.",Finance - The Options Course - High Profit And Low Stress Trading Methods
218,momentum indicator A technical indicator utilizing price and volume statistics for predicting the strength or weakness of a current market.,momentum indicator,,,A technical indicator utilizing price and volume statistics for predicting the strength or weakness of a current market.,Finance - The Options Course - High Profit And Low Stress Trading Methods
219,momentum trading Investing with (or against) the momentum of the market in hopes of profiting from it.,momentum trading,,,Investing with the momentum of the market in hopes of profiting from it.,Finance - The Options Course - High Profit And Low Stress Trading Methods
