ID,original_glossary_extracted,key_phrase,extracted_acronym_1,extracted_acronym_2,definition_or_explanation,source_book
84,Offer A price at which a seller is willing to sell. Off-line browser A browser that permits viewing of sites previously,Offer,,,A price at which a seller is willing to sell. Off-line browser A browser that permits viewing of sites previously,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
85,PEG Price to earnings growth.The P/E ratio of a share divided by the estimated future growth rate in earnings per share.,PEG,,,Price to earnings growth.The P/E ratio of a share divided by the estimated future growth rate in earnings per share.,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
86,"Position Trades which result in exposure to market movements. Price, 52-week high This is the highest price the stock traded in the last 52",Position,,,"Trades which result in exposure to market movements. Price, 52-week high This is the highest price the stock traded in the last 52","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
87,"Price to cash flow ratio The current price divided by the cash flow per share for the trailing 12 months.All other things being equal, a relatively low figure may indicate the stock is undervalued.",Price to cash flow ratio,,,"The current price divided by the cash flow per share for the trailing 12 months.All other things being equal, a relatively low figure may indicate the stock is undervalued.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
88,"Price to earnings ratio The current share price divided by earnings per share before extraordinary items, usually taken over the previous 12 months. All other things being equal, a relatively low figure may indicate the stock is undervalued.",Price to earnings ratio,,,"The current share price divided by earnings per share before extraordinary items, usually taken over the previous 12 months. All other things being equal, a relatively low figure may indicate the stock is undervalued.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
89,Protocols A set of rules with which two computers must comply in order to communicate.,Protocols,,,A set of rules with which two computers must comply in order to communicate.,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
90,"Put option A right, but not the obligation, existing for a specified period of  time, to sell a specific quantity of stock or other instrument at a specified price.",Put option,,,"A right, but not the obligation, existing for a specified period of  time, to sell a specific quantity of stock or other instrument at a specified price.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
91,"Pyramiding The increase in size of an existing position by opening further positions, usually in decreasing increments.",Pyramiding,,,"The increase in size of an existing position by opening further positions, usually in decreasing increments.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
92,"Quick ratio A measure of financial strength. Cash plus short-term investments plus accounts receivable divided by current liabilities for the same period.All other things being equal, a relatively high figure may indicate a healthy company. See also Acid test ratio.",Quick ratio,,,"A measure of financial strength. Cash plus short-term investments plus accounts receivable divided by current liabilities for the same period.All other things being equal, a relatively high figure may indicate a healthy company. See also Acid test ratio.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
93,"Return on assets A measure of management effectiveness. Income after taxes divided by the total assets.All other things being equal, a relatively high or growing figure may indicate a company doing well.",Return on assets,,,"A measure of management effectiveness. Income after taxes divided by the total assets.All other things being equal, a relatively high or growing figure may indicate a company doing well.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
94,Return on capital employed (ROCE) The percentage of pre-tax operating profit relative to capital invested.,Return on capital employed,,,The percentage of pre-tax operating profit relative to capital invested.,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
95,"Return on equity A measure of management effectiveness. Income available to shareholders divided by the total common equity.All other things being equal, a relatively high or growing figure may indicate a company doing well.",Return on equity,,,"A measure of management effectiveness. Income available to shareholders divided by the total common equity.All other things being equal, a relatively high or growing figure may indicate a company doing well.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
96,"Return on investments A measure of management effectiveness. Income after taxes divided by the average total assets and long-term debt.All other things being equal,a relatively high or growing figure may indicate a company doing well.",Return on investments,,,"A measure of management effectiveness. Income after taxes divided by the average total assets and long-term debt.All other things being equal,a relatively high or growing figure may indicate a company doing well.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
97,"Revenue percent change year on year A measure of growth.The revenue of the most recent period less the revenue of the previous period divided by the revenue of the previous period.All other things being equal, a growing figure indicates a growing company and should be reflected in a rising share price.",Revenue percent change year on year,,,"A measure of growth.The revenue of the most recent period less the revenue of the previous period divided by the revenue of the previous period.All other things being equal, a growing figure indicates a growing company and should be reflected in a rising share price.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
98,"Sales per employee A measure of company efficiency.The total sales divided by the total number of full-time employees.All other things being equal, the greater this figure, the more efficient the company.",Sales per employee,,,"A measure of company efficiency.The total sales divided by the total number of full-time employees.All other things being equal, the greater this figure, the more efficient the company.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
99,"Sales percent change A measure of corporate growth.The value of sales for the current period less the value of sales for the preceding period divided by the value of sales for the preceding period, expressed as a percentage. All other things being equal, a growing figure indicates a growing company and should be reflected in a rising share price.",Sales percent change,,,"A measure of corporate growth.The value of sales for the current period less the value of sales for the preceding period divided by the value of sales for the preceding period, expressed as a percentage. All other things being equal, a growing figure indicates a growing company and should be reflected in a rising share price.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
100,Scalper A trader who seeks to enter and exit the market very quickly and thereby make a lot of small profits.,Scalper,,,A trader who seeks to enter and exit the market very quickly and thereby make a lot of small profits.,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
101,Seat Exchange membership that permits floor trading. Server A computer that shares its resources with others.The resources may be,Seat,,,Exchange membership that permits floor trading. Server A computer that shares its resources with others.The resources may be,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
102,Short-term debt The value of debt due in the next 12 months. SMTP (simple mail transfer protocol) The standard set of rules for,Short term debt,,,The value of debt due in the next 12 months. SMTP (simple mail transfer protocol) The standard set of rules for,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
103,Stop order (stop-loss orders) An order left with a broker instructing him to close out an existing position if the market price reaches a certain level. Can be used to take profits or stop losses.,Stop order,,,An order left with a broker instructing him to close out an existing position if the market price reaches a certain level. Can be used to take profits or stop losses.,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
104,TCP/IP (transmission control protocol/internet protocol) A set of rules used to connect to other computers.,TCP IP,,,A set of rules used to connect to other computers.,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
105,"Technical analysis Method used to forecast future prices using the price data alone (for example,by plotting them on a chart and noting direction) or using the price as an input in mathematical formulae and plotting the results. See also Fundamental analysis.",Technical analysis,,,"Method used to forecast future prices using the price data alone (for example,by plotting them on a chart and noting direction) or using the price as an input in mathematical formulae and plotting the results. See also Fundamental analysis.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
106,Technical rally or decline A price movement resulting from factors unrelated to fundamentals or supply and demand.,Technical rally or decline,,,A price movement resulting from factors unrelated to fundamentals or supply and demand.,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
107,Tick The smallest possible price move. Total debt to equity ratio A measure of financial strength. The total debt,Tick,,,The smallest possible price move. Total debt to equity ratio A measure of financial strength. The total debt,"Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
108,"Total operating expenses A measure of the cost of running the company.All other things being equal, a lower figure is preferable to a higher one.",Total operating expenses,,,"A measure of the cost of running the company.All other things being equal, a lower figure is preferable to a higher one.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
109,"Trendline A line on a price chart indicating market price direction.The line connects at least three price points which touch the line, with no prices breaking the line.",Trendline,,,"A line on a price chart indicating market price direction.The line connects at least three price points which touch the line, with no prices breaking the line.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
110,"Volatility A statistical indication of probable future price movement size (but not direction) within a period of time. For example, 66% probability of a 15 pence move in three months.",Volatility,,,"A statistical indication of probable future price movement size (but not direction) within a period of time. For example, 66% probability of a 15 pence move in three months.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
111,"Webcasting This is the internet trying to be older, like TV or radio. Instead of viewing pages, you view a stream of data in the form of radio or video. Unfortunately, the infrastructure is lacking to make this a popular alternative to TV and radio.",Webcasting,,,"This is the internet trying to be older, like TV or radio. Instead of viewing pages, you view a stream of data in the form of radio or video. Unfortunately, the infrastructure is lacking to make this a popular alternative to TV and radio.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
112,"Whipsaw A price move first in one direction and, shortly afterwards, in another direction, thereby catching traders wrong-footed. Such markets may be termed 'choppy'. Such effects often give rise to false buy and sell signals, leading to losses.",Whipsaw,,,"A price move first in one direction and, shortly afterwards, in another direction, thereby catching traders wrong-footed. Such markets may be termed 'choppy'. Such effects often give rise to false buy and sell signals, leading to losses.","Internet.Trading.Course.The.complete.course.in.online.investment.(Financial.Times.Series)(ISBN.0273656309),.Alpesh.Patel"
